"f1","f2","f3","f4","label"
1848.69,20.19,136.41,11553.58,"blow"
1651.78,16.31,90.63,9868.06,"blow"
2188.09,19.38,167.68,10728.26,"blow"
1721.06,19.71,69.42,15956.36,"blow"
2032.64,17.78,236.92,13106.08,"blow"
1816.52,16.89,146.41,15734.69,"blow"
2057.41,19.32,104.57,10407.73,"blow"
1968.07,19.15,91.76,16799.01,"blow"
2011.21,18.40,127.62,12833.25,"blow"
2079.42,19.90,87.48,14435.85,"blow"
1352.80,15.57,96.30,9901.31,"blow"
1663.50,17.22,24.83,15193.93,"blow"
9.18,22.64,0.96,72.52,"nope"
12.32,21.30,1.25,86.07,"nope"
7.95,25.91,0.82,54.15,"nope"
33.02,19.75,0.88,245.58,"nope"
21.64,18.30,1.19,190.25,"nope"
8.04,28.14,0.86,31.03,"nope"
14.14,18.68,0.41,130.72,"nope"
57.02,20.18,1.88,191.94,"nope"
24.05,22.07,0.33,147.69,"nope"
865.22,20.45,256.79,5544.14,"nope"
290.28,12.89,9.88,6814.65,"nope"
30.13,13.84,0.87,700.63,"nope"
29.70,17.38,0.71,444.82,"nope"
13.19,19.20,2.32,225.02,"nope"
9.42,24.70,0.97,96.21,"nope"
7.82,25.42,0.65,47.01,"nope"
673.59,30.61,138.46,2024.30,"nope"
454.10,31.21,82.52,1907.68,"nope"
10.25,26.35,1.14,75.86,"nope"
8.74,25.27,2.09,51.32,"nope"
14.22,17.88,0.99,133.60,"nope"
12.71,23.27,0.77,88.27,"nope"
8.45,23.39,1.23,52.51,"nope"
9.25,26.87,1.66,39.13,"nope"
7.34,25.22,0.23,37.74,"nope"
